questions,ground_truth,modus,types_of_relation,atomic_idx,dataset_id,a,b,c
"If John reads the Bible, then John follows its commandments and loves their neighbor
John reads the Bible

What necessarily had to follow assuming that the above premises were true?
(a) John follows its commandments and loves their neighbor
(b) John does not follow its commandments and love their neighbor
(c) John may or may not follow its commandments and love their neighbor",a,ponens,If-Event-Then-Event,143,232-strong,John follows its commandments and loves their neighbor.,John does not follow its commandments and love their neighbor.,John may or may not follow its commandments and love their neighbor.
"If John reads the Bible, then John follows its commandments and teaches others about it
John reads the Bible

What necessarily had to follow assuming that the above premises were true?
(a) John follows its commandments and teaches others about it
(b) John does not follow its commandments and does not teach others about it
(c) John may or may not follow its commandments and may or may not teach others about it",a,ponens,If-Event-Then-Event,143,233-strong,John follows its commandments and teaches others about it.,John does not follow its commandments and does not teach others about it.,John may or may not follow its commandments and may or may not teach others about it.
"If John prays, then John follows divine rules and shows kindness to Jessica
John prays

What necessarily had to follow assuming that the above premises were true?
(a) John follows divine rules and shows kindness to Jessica
(b) John does not follow divine rules and does not show kindness to Jessica
(c) John may or may not follow divine rules and may or may not show kindness to Jessica",a,ponens,If-Event-Then-Event,143,234-strong,John follows divine rules and shows kindness to Jessica.,John does not follow divine rules and does not show kindness to Jessica.,John may or may not follow divine rules and may or may not show kindness to Jessica.
"If John prays regularly, then John commits to spreading the religious teachings
John prays regularly

What necessarily had to follow assuming that the above premises were true?
(a) John commits to spreading the religious teachings
(b) John does not commit to spreading the religious teachings
(c) John may or may not commit to spreading the religious teachings",a,ponens,If-Event-Then-Event,143,235-strong,John commits to spreading the religious teachings.,John does not commit to spreading the religious teachings.,John may or may not commit to spreading the religious teachings.
"If John takes a vitamin C pill to avoid catching a cold, then John smiles
John takes a vitamin C pill to avoid catching a cold

What necessarily had to follow assuming that the above premises were true?
(a) John smiles
(b) John does not smile
(c) John may or may not smile",a,ponens,If-Event-Then-MentalState,152,236-strong,John smiles.,John does not smile.,John may or may not smile.
"If John hinders economic growth, then John desires more wealth
John hinders economic growth

What necessarily had to follow assuming that the above premises were true?
(a) John desires more wealth
(b) John does not desire more wealth
(c) John may or may not desire more wealth",a,ponens,If-Event-Then-MentalState,153,237-strong,John desires more wealth.,John does not desire more wealth.,John may or may not desire more wealth.
"If John enacts policies that halt economic growth, then Jessica will feel anxious
John enacts policies that halt economic growth

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will feel anxious
(b) Jessica will not feel anxious
(c) Jessica may or may not feel anxious",a,ponens,If-Event-Then-MentalState,153,238-strong,Jessica will feel anxious.,Jessica will not feel anxious.,Jessica may or may not feel anxious.
"If John buys a $20 ice cream surpassing their $10 budget, then John will feel joyous
John buys a $20 ice cream surpassing their $10 budget

What necessarily had to follow assuming that the above premises were true?
(a) John will feel joyous
(b) John will not feel joyous
(c) John may or may not feel joyous",a,ponens,If-Event-Then-MentalState,166,239-strong,John will feel joyous.,John will not feel joyous.,John may or may not feel joyous.
"If John finishes the project early, then John will be happy
John finishes the project early

What necessarily had to follow assuming that the above premises were true?
(a) John will be happy
(b) John will not be happy
(c) John may or may not be happy",a,ponens,If-Event-Then-MentalState,167,240-strong,John will be happy.,John will not be happy.,John may or may not be happy.
"If John points out a hazard to Jessica, then Jessica will avoid it
John points out a hazard to Jessica

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will avoid it
(b) Jessica will not avoid it
(c) Jessica may or may not avoid it",a,ponens,If-Event-Then-MentalState,174,241-strong,Jessica will avoid it.,Jessica will not avoid it.,Jessica may or may not avoid it.
"If John tells Jessica a secret, then the secret becomes widely known
John tells Jessica a secret

What necessarily had to follow assuming that the above premises were true?
(a) The secret becomes widely known
(b) The secret does not become widely known
(c) The secret may or may not become widely known",a,ponens,If-Event-Then-Event,179,242-strong,The secret becomes widely known.,The secret does not become widely known.,The secret may or may not become widely known.
